round,accuracy,precision,recall,F1score
1,0.80824088748,0.681462140992,0.685039370079,0.683246073298
2,0.80824088748,0.681462140992,0.685039370079,0.683246073298
3,0.80824088748,0.681462140992,0.685039370079,0.683246073298
4,0.83676703645,0.756598240469,0.677165354331,0.714681440443
5,0.833597464342,0.74358974359,0.685039370079,0.713114754098
6,0.840729001585,0.761627906977,0.687664041995,0.72275862069
