round,accuracy,precision,recall,F1score
1,0.710462287105,0.0,0.0,0.0
2,0.710462287105,0.0,0.0,0.0
3,0.710462287105,0.0,0.0,0.0
4,0.710462287105,0.0,0.0,0.0
5,0.710462287105,0.0,0.0,0.0
6,0.710462287105,0.0,0.0,0.0
