round,accuracy,precision,recall,F1score
1,0.279411764706,0.279411764706,1.0,0.436781609195
2,0.279411764706,0.279411764706,1.0,0.436781609195
3,0.279411764706,0.279411764706,1.0,0.436781609195
4,0.279411764706,0.279411764706,1.0,0.436781609195
5,0.279411764706,0.279411764706,1.0,0.436781609195
6,0.279411764706,0.279411764706,1.0,0.436781609195
