round,accuracy,precision,recall,F1score
1,0.7902439024,0.6438746439,0.6295264624,0.6366197183
2,0.806504065,0.6983606557,0.5933147632,0.6415662651
3,0.806504065,0.690851735,0.6100278552,0.6479289941
4,0.8056910569,0.6898734177,0.6072423398,0.6459259259
5,0.7951219512,0.6587537092,0.6183844011,0.6379310345
6,0.8016260163,0.6747720365,0.6183844011,0.6453488372
